gsa_building_no,address,city,state,zipcode,latitude,longitude,costar_number,bldg_rsf,total_leased_rsf,percent_govt_leased,total_annual_rent,rent_prsf,remaining_total_term,remaining_firm_term
OR6582,115 W BOND ST,ASTORIA,OR,97103-6009,46.189937,-123.845532,8032174,4597,4597,100,120364.2,26.18,7.75,2.75
NC2173,5000 FALLS OF NEUSE RD,RALEIGH,NC,27609-5480,35.849002,-78.614743,67775,75232,6460,8.59,120343.79,18.63,4.76,0
CO2000,1314 E. 3RD STREET,LA JUNTA,CO,81050-2003,37.986057,-103.526045,GSA,4718,4718,100,120307.07,25.5,4.38,4.38
CA7165,11885 EDGEWOOD ROAD,AUBURN,CA,95603-3407,38.920316,-121.083718,GSA,9518,7291,76.6,120301.5,16.5,14.14,9.14
MS2124,4817 24TH PLACE,MERIDIAN,MS,39301-1615,32.40817,-88.703592,GSA,8113,8113,100,120252.7,14.82,0.02,0
NC2651,202 CHARTER ST,ALBEMARLE,NC,28001-8702,35.34995,-80.154148,8040860,5950,5950,100,120230.78,20.21,8.59,3.59
OH2195,904 SAHARA TRAILS,BOARDMAN,OH,44514-3667,40.989127,-80.637667,6740343,9187,8640,94.05,120169.92,13.91,0.58,0.08
MI2165,150 NORTH JEBAVY DRIVE,LUDINGTON,MI,49431-1920,43.958877,-86.419239,GSA,4632,4632,100,120118.77,25.93,11.34,1.33
CA6665,11827 VENTURA BLVD,LOS ANGELES,CA,91604-2618,34.142395,-118.390125,249853,14464,4319,29.86,120000,27.78,2.16,2.16
UT1360,1870 W ALEXANDER ST.,WEST VALLEY CITY,UT,84119-2037,40.719216,-111.941383,GSA,10497,10497,100,119964.41,11.43,0.58,0
MT5361,2201 HARRISON AVE,BUTTE,MT,59701-6002,45.991162,-112.511035,5676890,8568,5764,67.27,119763.89,20.78,12.34,7.34
AZ7273,256 S 2ND AVE,YUMA,AZ,85364-2257,32.721832,-114.622133,,5495,5495,100,119757.4,21.79,9.42,4.42
MA5957,300 BALLARDVALE STREET,WILMINGTON,MA,01887-1021,42.592369,-71.160889,GSA,114938,5517,4.8,119717.85,21.7,8.35,3.34
NY7439,127 WEST STATE STREET,ITHACA,NY,14850-5427,42.439486,-76.499486,5623082,24723,3986,16.12,119637.55,30.01,2.08,0
NJ4494,1030 ST GEORGES AVENUE,WOODBRIDGE,NJ,07001-1390,40.574067,-74.294028,168372,50000,4968,9.94,119611.8,24.08,0.33,0
NM1437,BROADWAY & RIPLEY,MOUNTAINAIR,NM,87036-9998,34.52031,-106.24164,GSA,7484,7484,100,119606.88,15.98,3.7,0
MN1676,507 JEWETT STREET,MARSHALL,MN,56258-2628,44.446295,-95.764317,5539386,12100,5064,41.85,119498.71,23.6,3.33,3.33
KS1590,2125 N PENNSYLVANIA AVE,INDEPENDENCE,KS,67301-2142,37.246468,-95.706321,7964792,5162,5162,100,119361.95,23.12,4.08,2.08
MA5649,639 GRANITE STREET,BRAINTREE,MA,02184-5366,42.208992,-71.020796,219489,76000,5171,6.8,119221.31,23.06,7.67,2.67
TN2250,136 MOUNTAIN PERKINS LANE,JACKSBORO,TN,37757-2841,36.333956,-84.181368,GSA,14493,4058,28,119058.02,29.34,6.63,1.63
OK1459,2108 DENVER HARNER ROAD,MIAMI,OK,74354-4003,36.898597,-94.858252,5979694,5806,5806,100,119055.51,20.51,6.7,1.75
WA7992,9657 LEVIN RD NW,SILVERDALE,WA,98383-9406,47.651292,-122.683974,GSA,27089,4876,18,119028.39,24.41,10.16,4.17
NJ4504,500ROYTE 17,HASBROUCK HTS,NJ,07604-9998,40.8692142,-74.0633068,GSA,38931,5100,13.1,119005.84,23.33,0.32,0
AK3360,319 E SHIP CREEK AVE,ANCHORAGE,AK,99501-1604,61.222445,-149.877907,GSA,10000,10000,100,118946,11.89,1.5,0
FL2393,3592 ALOMA AVE.,WINTER PARK,FL,32792-4012,28.606159,-81.299753,57945,22450,7200,32.07,118944,16.52,4.25,1.25
LA1357,807 S PINE ST,DE RIDDER,LA,70634-4974,30.837002,-93.290664,GSA,5338,5338,100,118913.62,22.28,1.33,0
NC2648,1011 W.H. SMITH BLVD,GREENVILLE,NC,27834-5052,35.602347,-77.404414,6766728,12618,3732,29.58,118852.51,31.85,8.54,3.54
MO1948,120 COMMERCE DR,NEVADA,MO,64772-4261,37.836413,-94.332041,GSA,5977,5200,87,118739.75,22.83,4.75,0.75
KY3020,9600 BROWNSBORO ROAD,LOUISVILLE,KY,40241-3905,38.306237,-85.57616,553030,68500,3938,5.75,118725.14,30.15,9.46,4.46
WA7890,500 EAST BROADWAY,VANCOUVER,WA,98660-3321,45.628804,-122.672819,715785,70353,4457,6.34,118681.71,26.63,2.2,0
NM1544,1140 COMMERCE DRIVE,LAS CRUCES,NM,88011-8209,32.349092,-106.763573,7528737,12412,5153,41.52,118617.47,23.02,4.5,0
AL2159,736 NORTH STREET,TALLADEGA,AL,35160-2528,33.438867,-86.087954,GSA,7317,7317,100,118513.67,16.2,0.23,0.23
TX2596,30 SPUR DRIVE,EL PASO,TX,79906-5318,31.815981,-106.38935,765086,60000,15000,25,118502.06,7.9,2.5,2.5
CO2104,111 WAVERLY AVE,TRINIDAD,CO,81082-2039,37.1748245,-104.49146,GSA,4184,4184,100,118245,28.26,19.81,19.81
CA7087,1395 RIDGEWOOD DRIVE,CHICO,CA,95973-7802,39.774294,-121.840762,GSA,20368,4318,21.2,118183.86,27.37,13.05,5.05
PA0738,19063 PARK AVENUE PLAZA,MEADVILLE,PA,16335-4011,41.623302,-80.159324,GSA,29525,5905,20,118161.02,20.01,0.42,0
NY6427,42-15 CRESCENT ST,NEW YORK-QUEENS,NY,11101-4218,40.750143,-73.940949,5623124,114750,5666,4.94,118154.97,20.85,0.02,0
GA2031,4500 HUGH HOWELL RD,TUCKER,GA,30084-4723,33.84913,-84.204057,679326,10345,5400,52.2,118020.05,21.86,0,0
VA0398,4035 RIDGETOP RD,FAIRFAX,VA,22030-7403,38.854925,-77.340662,134914,191237,4323,2.26,117972.06,27.29,0.42,0.42
TX2343,500 NORTH CENTRAL EXPRESSWAY,PLANO,TX,75074-6772,33.007499,-96.707296,408414,234031,5348,2.29,117969.55,22.06,2.42,0
FL3322,5955 T.G. LEE BLVD,ORLANDO,FL,32822-4415,28.459185,-81.30483,380751,140000,4204,3,117957.17,28.06,8.73,3.73
ND1274,473 DIVISION STREET,PEMBINA,ND,58271-9744,48.963522,-97.2509483,1313406,4738,4738,100,117886.82,24.88,6.92,1.9
IN1736,200 E MAIN ST,FORT WAYNE,IN,46802-1914,41.080498,-85.138317,992172,151831,6112,4.03,117637.15,19.25,11.55,6.54
MI1954,1930 U.S. 41 WEST,MARQUETTE,MI,49855-3120,46.5175442,-87.3835768,,5995,5995,100,117621.9,19.62,1.16,0
ID4339,251 E FRONT ST,BOISE,ID,83702-7309,43.608887,-116.195369,1501597,70722,5442,7.69,117609,21.61,4.92,0
PA0737,120 MERCHANT STREET,AMBRIDGE,PA,15003-2112,40.580233,-80.22248,7226229,8300,8300,100,117501.22,14.16,0.16,0
NC2314,1633 JOHN SMALL AVENUE,WASHINGTON,NC,27889-8032,35.545796,-77.028615,GSA,6000,6000,100,117432.87,19.57,0.2,0
OH2350,617 ADAMS ST.,TOLEDO,OH,43604-1419,41.653816,-83.536299,1102684,13992,4574,32.69,117353.26,25.66,6.08,1.08
AL2070,4890 UNIVERSITY SQUARE,HUNTSVILLE,AL,35816-1800,34.743168,-86.655712,GSA,25255,8233,32.6,117320.25,14.25,0.5,0
OR6737,1030 TERMINAL LOOP PKY,MEDFORD,OR,97504-4103,42.3673848,-122.87395,GSA,4687,4135,88.22,117127.72,28.33,9.92,4.92
OK1375,AGENCY DRIVE,PAWNEE,OK,74058-1500,36.33858434,-96.79199361,GSA,7549,7549,100,117100.9,15.51,4.5,0
GA2043,396 COMMERCE BLVD,ATHENS,GA,30622-2224,33.930987,-83.477081,6344151,36000,13800,38.33,117054.17,8.48,0.84,0.33
NY7368,375 BAY ROAD,QUEENSBURY,NY,12804-3012,43.335502,-73.653418,5347471,30960,4209,13.59,116987.21,27.79,3.34,0
OH2336,1946 N. 13TH ST.,TOLEDO,OH,43604-7258,41.660274,-83.540925,1102980,143954,6834,4.75,116948.03,17.11,4.23,0
VA0668,2200 NORVIEW AVENUE,NORFOLK,VA,23518-5804,36.898943,-76.205537,7256600,8024,4167,51.93,116874,28.05,2.58,0
WI1529,5624 6TH AVENUE,KENOSHA,WI,53140-4102,42.584524,-87.818491,,7360,7360,100,116835.2,15.87,1.79,0.79
KY3093,510 WEST BROADWAY,LOUISVILLE,KY,40202-2130,38.24621,-85.76042,GSA,65115,9904,15.21,116801.2,11.79,0.48,0.08
IL2545,300 N. ELIZABETH ST.,CHICAGO,IL,60607-1143,41.8867,-87.65889,144753,133438,5050,3.78,116781.68,23.13,7.06,2.06
OH2252,6929 AMERICANA PARKWAY,REYNOLDSBURG,OH,43068-4116,39.929993,-82.815305,GSA,55223,6185,11.2,116775.21,18.88,0.35,0
TX1991,500 N SHORELINE DR,CORPUS CHRISTI,TX,78471-1013,27.79650409,-97.39186105,5583142,309035,6595,2.13,116730.32,17.7,3.25,0
UT1483,91 WEST 1470 SOUTH,SAINT GEORGE,UT,84770-6709,37.083268,-113.585786,GSA,6072,6072,100,116703.84,19.22,3.92,1.92
CA6740,5500 TELEGRAPH RD,VENTURA,CA,93003-4250,34.277123,-119.220005,5902,20197,4822,23.87,116608.85,24.18,2.79,2.23
TX2583,1033 LA POSADA DR.,AUSTIN,TX,78752-3832,30.325433,-97.702356,591255,76115,4701,6.18,116521.65,24.79,2.55,0.55
NC2575,633 VENTURE CENTER DRIVE,SMITHFIELD,NC,27577-4769,35.5084935,-78.3394455,7976500,7956,7956,100,116245.89,14.61,3.42,0
NC2373,204 SOUTH LEE STREET,WHITEVILLE,NC,28472-4000,34.327705,-78.705528,6542520,10664,9358,87.75,116198.93,12.42,2.67,0
WA7997,19 BELLWETHER WAY,BELLINGHAM,WA,98225-2954,48.754289,-122.49611,GSA,11352,4241,37.36,116189.95,27.4,14.86,9.86
WV0143,RT. 17 OVER 5 CHALET VILLAGE RD,LOGAN,WV,25601-0836,37.8324273,-82.025546,GSA,7705,7705,100,116155.18,15.08,2.37,0.37
OH2204,743 EAST STATE STREET,ATHENS,OH,45701-2110,39.337351,-82.07365,GSA,174242,5750,3.3,116024.73,20.18,6.93,0
KY3009,1060 GIBSON BAY DRIVE,RICHMOND,KY,40475-3448,37.738743,-84.268047,1490040,6928,6928,100,115717.35,16.7,0,0
FL3229,1413 TECH BOULEVARD,TAMPA,FL,33619-7837,27.964997,-82.329574,1315688,37298,4872,13.06,115599.86,23.73,6.36,1.36
ME4252,17 GODFREY STREET,ORONO,ME,04473-3702,44.901259,-68.68917,8264078,28000,4917,17.56,115594.27,23.51,7.41,2.41
OH2254,4449 EASTON WAY,COLUMBUS,OH,43219-6093,40.048082,-82.910757,494290,107084,3936,3.68,115556.74,29.36,0,0
MA5682,88 BLACK FALCON AVE,BOSTON,MA,02210-2425,42.344021,-71.027306,222487,180000,8102,4.5,115490.41,14.25,0.68,0
IL2461,4 EAST LINDEN STREET,FREEPORT,IL,61032-3306,42.301331,-89.621468,GSA,3550,3550,100,115384.36,32.5,2.69,2.69
NJ5082,1020 LAUREL OAK ROAD,VOORHEES,NJ,08043-3505,39.845368,-74.974639,245296,56499,4880,8.64,115378.96,23.64,2.27,0
IN1853,2425 NORTH PARK,COLUMBUS,IN,47203-2299,39.232704,-85.899301,7938745,10193,4045,39.68,115163.22,28.47,9.11,7.11
AR1244,435 W. WASHINGTON ST,CAMDEN,AR,71701-3401,33.584826,-92.835377,8040599,4464,4464,100,115069.82,25.78,0.37,0.37
KS1522,11630 W 80TH ST,OVERLAND PARK,KS,66214-3340,38.983876,-94.722861,826967,5968,5968,100,114868.41,19.25,0.46,0
CA6668,375 ALABAMA ST,SAN FRANCISCO,CA,94110-1360,37.764531,-122.412309,321958,129940,9570,7.36,114840,12,9.25,4.25
PA0581,6000 WOODLAND AVE.,PHILADELPHIA,PA,19142-3223,39.929652,-75.228508,GSA,14044,7303,52,114754.77,15.71,3.85,0
TX2239,900 E BUG LN,SAN MARCOS,TX,78666-8086,29.87996,-97.919064,685163,20000,5959,29.8,114653.14,19.24,3.7,0
AK3456,2175 UNIVERSITY AVE S,FAIRBANKS,AK,99709-4910,64.828166,-147.812501,1593298,30000,4500,15,114652.22,25.48,3.5,1.83
TN2147,931 OLD SMITHVILLE HIGHWAY,MCMINNVILLE,TN,37110-5934,35.701853,-85.788699,GSA,7072,7072,100,114566.4,16.2,0.67,0
MI1999,17177 N LAUREL PARK DR,LIVONIA,MI,48152-2651,42.413586,-83.419467,461454,133000,4664,3.51,114540.85,24.56,3,0
NY7087,74 CHAPEL ST,ALBANY,NY,12207-2105,42.651732,-73.75239,1524028,24400,6292,25.79,114429.82,18.19,3.7,0
TN2150,109 E. TAYLOR STREET,LAWRENCEBURG,TN,38464-3722,35.239451,-87.334987,1490054,6992,6992,100,114396.69,16.36,0.25,0
MD0432,200 HARRY S TRUMAN PKWY,ANNAPOLIS,MD,21401-7601,38.978522,-76.557322,133211,54762,3518,6.42,114375.15,32.51,0.28,0.04
NY7129,500 FEDERAL STREET,TROY,NY,12180-2832,42.734636,-73.687985,5656449,26761,8250,30.83,114312,13.86,0.08,0
TN2058,444 NEAL STREET,COOKEVILLE,TN,38501-4027,36.137979,-85.494577,7540750,21304,6045,28.37,114282.5,18.91,6.86,1.86
MI3010,517 OTTAWA AVENUE NW,GRAND RAPIDS,MI,49503-1424,42.972949,-85.670241,1112715,18000,4376,24.31,114260.57,26.11,7.83,2.83
KY3072,2939 TERMINAL DR,HEBRON,KY,41048-9806,39.0871388,-84.7211074,1502121,100000,4492,4.49,114223.8,25.43,0.08,0.08
MT5573,850 GALLATIN FIELD AIRPORT,BELGRADE,MT,59714-8541,45.7769813,-111.1604219,GSA,4328,4328,100,114172.64,26.38,9.25,0
FL3179,13 KELLY ROAD,FT WALTON BEACH,FL,32548-3606,30.420347,-86.61233,1367615,9360,4600,49.15,113947.61,24.77,5.59,0.59
WI1622,10208 PARK PLAZA,MOSINEE,WI,54474-7948,44.88562,-89.621256,GSA,15000,6900,46,113937.03,16.51,2.75,0.75
IL2254,500 W. MONROE,SPRINGFIELD,IL,62704-1852,39.79963,-89.659902,6325908,21324,6234,29.23,113914.86,18.27,1.61,0.4
NE1339,512 S 7TH ST,LINCOLN,NE,68508-2919,40.808602,-96.711459,6040026,53064,12042,22.69,113883.73,9.46,1.5,0
PA0842,159 CRESSWOOD DRIVE,CLEARFIELD,PA,16830-6127,41.044812,-78.39781,GSA,4816,4816,100,113851.66,23.64,7.63,2.63
NC2178,4035 UNIVERSITY PKWY,WINSTON SALEM,NC,27106-3325,36.151212,-80.279073,1086582,39280,10209,25.99,113791.45,11.15,5.72,0.72
TN2082,99 MIDWAY LANE,OAK RIDGE,TN,37830-8039,36.008953,-84.238311,5574929,22352,5520,24.7,113789.77,20.61,1.28,0
NM1534,"8441 WASHINGTON, NE",ALBUQUERQUE,NM,87113-1678,35.180173,-106.595332,7652316,14230,7000,49.19,113786.23,16.26,1,1
AZ7015,2120 N. CENTRAL AVENUE,PHOENIX,AZ,85004-1477,33.471148,-112.073899,224836,87230,6065,6.95,113718.75,18.75,4.79,0
CA8059,35 PENNY LANE,WATSONVILLE,CA,95076-6032,36.93021,-121.77839,6124667,15338,3292,21.46,113696.08,34.54,2,2
PA0715,17 ARENTZEN BOULEVARD,CHARLEROI,PA,15022-1085,40.120543,-79.886251,1130864,40000,5060,12.65,113589.09,22.45,3.55,0
TN2221,186 COMMERCE STREET,PARIS,TN,38242-4917,36.287258,-88.311437,GSA,7160,7160,100,113496.74,15.85,2.22,0
MI2088,1720 S. MITCHELL ST.,CADILLAC,MI,49601-8533,44.234267,-85.396311,GSA,3559,3559,100,113490.05,31.89,2,1
CT3322,425 MAIN STREET,MIDDLETOWN,CT,06457-3347,41.561976,-72.650751,1217603,20734,5500,26.53,113485.6,20.63,2.02,0.02
OH2117,2970 PRESIDENTIAL DRIVE,FAIRBORN,OH,45324-6223,39.776483,-84.063291,64577,59070,5600,9.48,113417.71,20.25,2.5,0
WV0265,150 E. BURR BOULEVARD,KEARNEYSVILLE,WV,25430-4793,39.35936021,-77.85803263,8314390,13281,5726,43.11,113396.86,19.8,4,1
NJ5051,29 DAVENPORT STREET,SOMERVILLE,NJ,08876-2101,40.570018,-74.615734,GSA,14947,5635,37.7,113375.62,20.12,1.78,0
MA5844,45 LIFE STREET,BOSTON,MA,02135-2029,42.356261,-71.145917,223624,32744,8800,26.88,113344,12.88,6.8,1.8
FL3140,11200 NW 20TH STREET,MIAMI,FL,33172-1825,25.79141362,-80.37759056,5554705,90000,3865,4.29,113259.11,29.3,3.5,0
ID4259,250 NORTHWEST BLVD. SUITE 200,COEUR D ALENE,ID,83814-2973,47.675894,-116.787648,6275111,95236,5277,5.54,113244.42,21.46,0.08,0
ID4289,99 AGENCY DRIVE,LAPWAI,ID,83540-9998,46.3960038,-116.80014,GSA,7561,7561,100,113132.13,14.96,1.16,0
WA7682,300 DESMOND DR SE,LACEY,WA,98503-1274,47.037116,-122.815855,5852455,323000,4393,1.36,113119.75,25.75,8.99,3.99
OK1408,2300 N PERKINS RD,STILLWATER,OK,74075-2203,36.145719,-97.05165,GSA,20853,6256,30,112997.7,18.06,0.08,0
WI1756,2023 LAKE PARK DRIVE,MARINETTE,WI,54143-1803,45.088457,-87.629369,GSA,5200,5200,100,112996,21.73,7.69,7.69
CA8001,2471 PORTOLA ROAD,VENTURA,CA,93003-6466,34.250567,-119.224519,196366,16900,4100,24.26,112845,27.52,4.75,1.75
VA0889,2325 DULLES CORNER,HERNDON,VA,20171-4674,38.959945,-77.423444,137147,225115,4260,1.89,112817.15,26.48,1.01,1.01
IA1499,501 PIERCE ST,SIOUX CITY,IA,51101-1226,42.495263,-96.405004,5982921,52000,6321,12.16,112721.78,17.83,7.28,2.28
KS1526,120 E 6TH STREET,TOPEKA,KS,66603-3506,39.051645,-95.672947,GSA,28500,9291,32.6,112688.14,12.13,4.9,0
CA8296,7388 N REMINGTON AVE,FRESNO,CA,93711-5719,36.84438,-119.805535,1320614,10000,6140,61.4,112677.22,18.35,14.27,9.27
MD0259,7945-7955 FERNHAM LANE,FORESTVILLE,MD,20747-4518,38.846621,-76.868456,GSA,60891,12848,21.1,112645.23,8.77,0.23,0.23
NM1514,918 PARKLAND,CLOVIS,NM,88101-4432,34.423062,-103.194094,8136542,6331,6331,100,112628.05,17.79,0.08,0
NY7101,401-403 S. SALINA ST,SYRACUSE,NY,13202-2415,43.04701,-76.152216,5711900,195000,8235,4.22,112417.16,13.65,1.33,0.33
CO2116,165 S UNION BLVD,LAKEWOOD,CO,80228-2215,39.7122682,-105.13336,GSA,195261,4491,2.3,112275,25,9.76,4.76
TX2289,624 SIX FLAGS DR,ARLINGTON,TX,76011-6348,32.750272,-97.068784,422527,75875,7107,9.37,112267.2,15.8,2.5,0
FL3324,400 S. AUSTRALIAN AVE.,WEST PALM BEACH,FL,33401-5004,26.711169,-80.064285,381372,66400,3234,4.87,112256.32,34.71,8.46,8.46
TX2182,10100 REUNION PL,SAN ANTONIO,TX,78216-4159,29.531747,-98.485299,949952,185336,5047,2.72,112251.45,22.24,1.24,0
OH2401,1260 MONROE AVE NW,NEW PHILADELPHIA,OH,44663-4171,40.505572,-81.456765,GSA,79042,5612,7.1,112242.31,20,10.87,7.87
FL3118,41 N. JEFFERSON,PENSACOLA,FL,32502-5681,30.413732,-87.214528,5586857,38760,6080,15.69,112224.99,18.46,3.86,0
WA7613,9116 GRAVELLY LK. DR SW,TACOMA,WA,98499-3112,47.173315,-122.516765,750359,19112,5998,31.38,112223.06,18.71,0.75,0.75
OH2196,1 PRESTIGE PLACE,MIAMISBURG,OH,45342-3794,39.636332,-84.227084,62916,126104,6051,4.8,112172.5,18.54,0.08,0
AR1217,131 WEST INDUSTRIAL PARK ROAD,HARRISON,AR,72601-2205,36.25085,-93.124646,GSA,6864,6864,100,112132.44,16.34,1.7,0
MT5565,2525 4TH AVE NORTH,BILLINGS,MT,59101-1312,45.786312,-108.504844,GSA,29792,7150,24,112048.55,15.67,1.58,0
MO1817,325 BROADWAY,CAPE GIRARDEAU,MO,63701-7330,37.30617,-89.521475,7951255,14448,6646,46,111991.16,16.85,7.84,2.84
NY7104,565-587 E MAIN ST,BATAVIA,NY,14020-2739,42.996086,-78.164353,1455670,218355,7215,3.3,111935.67,15.51,3.5,0
PA0862,280 BOOT ROAD,DOWNINGTOWN,PA,19335-3403,40.001272,-75.698262,669648,48817,12676,25.97,111908.97,8.83,2.58,0.58
AL2211,1141 MONTLIMAR DR.,MOBILE,AL,36609-1725,30.667206,-88.133195,GSA,41169,7081,17.2,111855.36,15.8,2.5,0
ME4178,324 HARLOW STREET,BANGOR,ME,04401-4908,44.806397,-68.775951,1363484,6255,6158,98.45,111848.79,18.16,3.79,0.79
OH2044,3820 CENTER ROAD,BRUNSWICK,OH,44212-3024,41.238237,-81.823882,7265576,5190,5190,100,111748.7,21.53,6.64,1.64
GA2268,3103 CLAIRMONT ROAD,ATLANTA,GA,30329-1015,33.84957689,-84.3128619,439712,17240,3873,22.47,111648.89,28.83,0.08,0
MI1920,432 N. SAGINAW,FLINT,MI,48502-2013,43.019592,-83.693517,6282779,278748,5632,2.02,111636.91,19.82,2.03,0
MO1909,711 YORK DRIVE,SIKESTON,MO,63801-3309,36.871931,-89.576054,GSA,6600,6600,100,111584.78,16.91,2.7,0.7
ID4394,2631 NEZ PERCE DR,LEWISTON,ID,83501-4121,46.4006809,-116.9952,GSA,6750,3290,48.74,111566.9,33.91,14.59,9.59
DE0030,20105 OFFICE CIR,GEORGETOWN,DE,19947-3197,38.699302,-75.396029,GSA,36564,7130,19.5,111449.79,15.63,0.36,0
TN2248,3247 MIDDLEBROOK PIKE,KNOXVILLE,TN,37921-6673,35.96253577,-83.96424623,5575022,23084,10000,43.32,111365.52,11.14,0,0
GA2108,106 S PATTERSON ST,VALDOSTA,GA,31601-5671,30.830715,-83.278796,6193937,35663,8669,24.31,111309.96,12.84,9.44,4.44
WI1686,1701 KNAPP STREET,RICE LAKE,WI,54868-1350,45.509292,-91.758177,8061739,12168,5770,47.42,111232.85,19.28,9.76,0
KY3025,189 VILLAGE CENTER ROAD,HARLAN,KY,40831-1718,36.816322,-83.317056,GSA,54018,6050,11.2,111227.4,18.38,0.76,0
AK3351,441 WEST 5TH AVENUE,ANCHORAGE,AK,99501-2340,61.217582,-149.890465,1391072,34389,3859,11.22,111139.2,28.8,1.5,0
MS2068,110 LOWER WOODVILLE RD,NATCHEZ,MS,39120-4432,31.537879,-91.397847,GSA,5645,5645,100,111136.32,19.69,0.08,0
NC2584,220 E GREENE STREET,ROCKINGHAM,NC,28379-3546,34.940651,-79.77306,GSA,7632,7632,100,111105.16,14.56,2.94,0
IL2465,1124 RICKARD ROAD,SPRINGFIELD,IL,62704-6364,39.787352,-89.708677,1374617,6240,6114,97.98,111080.52,18.17,0.67,0
IN1851,1600 DUTCH LANE,JEFFERSONVILLE,IN,48108-2281,38.289255,-85.741312,5539577,40000,38179,95.45,110977.88,2.91,0.94,0
OK1323,ONE W 3RD,TULSA,OK,74103-3532,36.1534163,-95.9911193,1048783,315000,6837,2.17,110927.74,16.22,2.75,0
UT1363,57 WEST 200 SOUTH,SALT LAKE CITY,UT,84101-1610,40.764981,-111.892769,1057484,74000,7908,10.69,110910.31,14.03,0.42,0
UT1395,2390 W HWY 56,CEDAR CITY,UT,84720-4165,37.669645,-113.061646,GSA,11887,7132,60,110904,15.55,1.84,0
NC2273,2038 DAVIE AVENUE,STATESVILLE,NC,28625-9260,35.804112,-80.856561,GSA,8421,6063,72,110899.42,18.29,0.32,0.32
MO1866,803 GRAY OAK DRIVE,COLUMBIA,MO,65201-3731,38.91443,-92.322882,7967355,8159,6999,85.78,110865.35,15.84,4.68,0
AR1222,701 AIRPORT LOOP,SEARCY,AR,72143-8346,35.218118,-91.732417,8040570,5627,5627,100,110764.73,19.68,2.88,0
TN2321,62 DOMINION DR,JACKSON,TN,38305-8931,35.6605517,-88.885079,GSA,14981,14981,100,110763.06,7.39,9.67,4.67
LA1464,4250 HIGHWAY 22,MANDEVILLE,LA,70471-1258,30.398282,-90.102005,6126432,14728,5008,34,110705.54,22.11,4.95,0
ID4252,1820 E 17TH ST,IDAHO FALLS,ID,83404-6469,43.482342,-111.997615,40796,31250,7329,23.45,110699.59,15.1,8.02,2.13
IN1685,620 SOUTH WALKER,BLOOMINGTON,IN,47403-2101,39.161014,-86.546136,GSA,9400,9400,100,110695.47,11.78,3.84,0
AL2172,"SOUTH BYPASS, ROUTE 7, BOX 660",ANDALUSIA,AL,36420-9044,31.3085039,-86.4832913,GSA,7224,7224,100,110484.24,15.29,0.09,0.09
CO1882,2864 SOUTH CIRCLE DRIVE,COLORADO SPRINGS,CO,80906-4190,38.796217,-104.793914,1408089,150163,7875,5.24,110391.83,14.02,3.03,0
ME4130,68 MARGINAL WAY,PORTLAND,ME,04101-2444,43.661774,-70.265489,5865997,41250,4323,10.48,110279.31,25.51,0.33,0.33
KY2073,262-264 BLACK GOLD BLVD.,HAZARD,KY,41701-2603,37.254019,-83.200917,,4828,4828,100,110164.17,22.82,0.16,0
PA0638,901 UNIVERSITY DRIVE,STATE COLLEGE,PA,16801-6626,40.797424,-77.844558,5623030,14111,5221,37,110058.68,21.08,4.93,0
MO1895,7700 BONHOMME PLACE,CLAYTON,MO,63105-0030,38.647284,-90.33452,496872,101327,3439,3.39,110052.65,32,2.6,2.6
IN1841,6082 W. 79TH ST,INDIANAPOLIS,IN,46278-1727,39.896017,-86.26761,556952,76800,12800,16.67,109908.65,8.59,6.96,1.96
MT5362,119 1ST AVE NORTH,GREAT FALLS,MT,59401-2568,47.506464,-111.305685,GSA,21877,7832,35.8,109831.41,14.02,4.59,4.59
MI1917,100 E. BIG BEAVER,TROY,MI,48083-1204,42.562348,-83.144964,455860,285593,4334,1.52,109788.46,25.33,0,0
FL3019,95 MERRICK WAY,CORAL GABLES,FL,33134-5323,25.751575,-80.256677,94614,93373,3389,3.63,109632.68,32.35,0.93,0.93
WA7705,820 SIMPSON AVE,HOQUIAM,WA,98550-3813,46.976594,-123.883053,8247164,9216,5897,63.99,109619.45,18.59,0.91,0
GA2071,100 HARTSFIELD CTR PKWY,ATLANTA,GA,30354-1341,33.654886,-84.428379,441798,147731,4534,3.07,109612.5,24.18,0.58,0
WV0190,324 W. MAIN STREET,CLARKSBURG,WV,26301-2910,39.279448,-80.340078,7724617,5066,4393,86.72,109599.79,24.95,2.75,0
KS1546,1212 E 27TH ST,HAYS,KS,67601-2106,38.88547,-99.311364,5623094,5000,4900,98,109587.94,22.36,5.84,0.84
FL3007,651-F W. 14TH STREET,PANAMA CITY,FL,32401-2251,30.17337,-85.668323,6922293,30381,5232,17.22,109567.07,20.94,3.71,0
GA2732,1 COPENHILL,ATLANTA,GA,30307-1400,33.763474,-84.357252,GSA,82602,7682,9.3,109215.39,14.22,2.5,0
WA7926,11707 E SPRAGUE AVENUE,SPOKANE,WA,99206-6110,47.657218,-117.247801,1367823,105000,5808,5.53,109161.36,18.8,4.97,0
OR6707,221 MOLALLA BUILDING,OREGON CITY,OR,97045-3071,45.349407,-122.596642,737822,34363,3969,11.55,109157.21,27.5,6.88,1.33
TX2497,507 SAM HOUSTON PARKWAY EAST,HOUSTON,TX,77060-4021,29.938979,-95.392781,GSA,77589,5664,7.3,109140.02,19.27,4.67,0
